stazione_id;data;inquinante;valore
6;23/06/2020;PM10;11
6;23/06/2020;PM25;4
7;23/06/2020;NO2;63
7;23/06/2020;O3;123
7;23/06/2020;PM10;19
8;23/06/2020;C6H6;
8;23/06/2020;CO_8h;
8;23/06/2020;NO2;
1;24/06/2020;NO2;
2;24/06/2020;C6H6;0.5
2;24/06/2020;NO2;87
2;24/06/2020;O3;129
2;24/06/2020;PM10;11
2;24/06/2020;PM25;11
2;24/06/2020;SO2;10
3;24/06/2020;CO_8h;0.25
3;24/06/2020;NO2;114
4;24/06/2020;C6H6;0.5
4;24/06/2020;CO_8h;0.9
4;24/06/2020;NO2;136
4;24/06/2020;PM10;18
5;24/06/2020;NO2;
5;24/06/2020;O3;
6;24/06/2020;C6H6;0.5
6;24/06/2020;CO_8h;0.6
6;24/06/2020;NO2;68
6;24/06/2020;PM10;14
6;24/06/2020;PM25;6
7;24/06/2020;NO2;68
7;24/06/2020;O3;128
7;24/06/2020;PM10;20
8;24/06/2020;C6H6;
8;24/06/2020;CO_8h;
8;24/06/2020;NO2;
1;25/06/2020;NO2;
2;25/06/2020;C6H6;0.5
2;25/06/2020;NO2;66
2;25/06/2020;O3;143
2;25/06/2020;PM10;14
2;25/06/2020;PM25;9
2;25/06/2020;SO2;10
3;25/06/2020;CO_8h;0.5
3;25/06/2020;NO2;88
4;25/06/2020;C6H6;0.5
4;25/06/2020;CO_8h;0.9
4;25/06/2020;NO2;94
4;25/06/2020;PM10;29
5;25/06/2020;NO2;
5;25/06/2020;O3;
6;25/06/2020;C6H6;0.5
6;25/06/2020;CO_8h;0.6
6;25/06/2020;NO2;60
6;25/06/2020;PM10;26
6;25/06/2020;PM25;12
7;25/06/2020;NO2;59
7;25/06/2020;O3;141
7;25/06/2020;PM10;32
8;25/06/2020;C6H6;
8;25/06/2020;CO_8h;
8;25/06/2020;NO2;
1;26/06/2020;NO2;
2;26/06/2020;C6H6;0.5
2;26/06/2020;NO2;27
2;26/06/2020;O3;133
2;26/06/2020;PM10;13
2;26/06/2020;PM25;9
2;26/06/2020;SO2;5
3;26/06/2020;CO_8h;0.25
3;26/06/2020;NO2;60
4;26/06/2020;C6H6;0.5
4;26/06/2020;CO_8h;0.8
4;26/06/2020;NO2;75
4;26/06/2020;PM10;27
5;26/06/2020;NO2;
5;26/06/2020;O3;
6;26/06/2020;C6H6;0.5
6;26/06/2020;CO_8h;0.5
6;26/06/2020;NO2;58
6;26/06/2020;PM10;22
6;26/06/2020;PM25;12
7;26/06/2020;NO2;51
7;26/06/2020;O3;135
7;26/06/2020;PM10;31
8;26/06/2020;C6H6;
8;26/06/2020;CO_8h;
8;26/06/2020;NO2;
1;29/06/2020;NO2;
2;29/06/2020;C6H6;0.5
2;29/06/2020;NO2;25
2;29/06/2020;O3;114
2;29/06/2020;PM10;17
2;29/06/2020;PM25;13
2;29/06/2020;SO2;8
3;29/06/2020;CO_8h;0.25
3;29/06/2020;NO2;34
4;29/06/2020;C6H6;
4;29/06/2020;CO_8h;0.7
4;29/06/2020;NO2;34
4;29/06/2020;PM10;18
5;29/06/2020;NO2;
5;29/06/2020;O3;
6;29/06/2020;C6H6;0.5
6;29/06/2020;CO_8h;0.5
6;29/06/2020;NO2;33
6;29/06/2020;PM10;19
6;29/06/2020;PM25;12
7;29/06/2020;NO2;21
7;29/06/2020;O3;118
7;29/06/2020;PM10;
8;29/06/2020;C6H6;
8;29/06/2020;CO_8h;
8;29/06/2020;NO2;
1;30/06/2020;NO2;
2;30/06/2020;C6H6;
2;30/06/2020;NO2;
2;30/06/2020;O3;
2;30/06/2020;PM10;
2;30/06/2020;PM25;
2;30/06/2020;SO2;
3;30/06/2020;CO_8h;0.25
3;30/06/2020;NO2;35
4;30/06/2020;C6H6;
4;30/06/2020;CO_8h;0.7
4;30/06/2020;NO2;32
4;30/06/2020;PM10;22
5;30/06/2020;NO2;
5;30/06/2020;O3;
6;30/06/2020;C6H6;0.5
6;30/06/2020;CO_8h;0.7
6;30/06/2020;NO2;38
6;30/06/2020;PM10;22
6;30/06/2020;PM25;11
7;30/06/2020;NO2;40
7;30/06/2020;O3;107
7;30/06/2020;PM10;8
8;30/06/2020;C6H6;
8;30/06/2020;CO_8h;
8;30/06/2020;NO2;
1;01/07/2020;NO2;
2;01/07/2020;C6H6;
2;01/07/2020;NO2;
2;01/07/2020;O3;
2;01/07/2020;PM10;
2;01/07/2020;PM25;
2;01/07/2020;SO2;
3;01/07/2020;CO_8h;0.5
3;01/07/2020;NO2;59
4;01/07/2020;C6H6;
4;01/07/2020;CO_8h;0.8
4;01/07/2020;NO2;64
4;01/07/2020;PM10;24
5;01/07/2020;NO2;
5;01/07/2020;O3;
6;01/07/2020;C6H6;
6;01/07/2020;CO_8h;0.6
6;01/07/2020;NO2;43
6;01/07/2020;PM10;28
6;01/07/2020;PM25;15
7;01/07/2020;NO2;41
7;01/07/2020;O3;132
7;01/07/2020;PM10;
8;01/07/2020;C6H6;
8;01/07/2020;CO_8h;
8;01/07/2020;NO2;
1;02/07/2020;NO2;
2;02/07/2020;C6H6;0.5
2;02/07/2020;NO2;39
2;02/07/2020;O3;121
2;02/07/2020;PM10;20
2;02/07/2020;PM25;12
2;02/07/2020;SO2;5
3;02/07/2020;CO_8h;0.5
3;02/07/2020;NO2;48
4;02/07/2020;C6H6;0.5
4;02/07/2020;CO_8h;0.5
4;02/07/2020;NO2;70
4;02/07/2020;PM10;19
5;02/07/2020;NO2;
5;02/07/2020;O3;
6;02/07/2020;C6H6;
6;02/07/2020;CO_8h;0.7
6;02/07/2020;NO2;53
6;02/07/2020;PM10;19
6;02/07/2020;PM25;13
7;02/07/2020;NO2;49
7;02/07/2020;O3;121
7;02/07/2020;PM10;23
8;02/07/2020;C6H6;
8;02/07/2020;CO_8h;
8;02/07/2020;NO2;
1;03/07/2020;NO2;
2;03/07/2020;C6H6;0.5
2;03/07/2020;NO2;35
2;03/07/2020;O3;114
2;03/07/2020;PM10;16
2;03/07/2020;PM25;11
2;03/07/2020;SO2;2.5
3;03/07/2020;CO_8h;0.25
3;03/07/2020;NO2;48
4;03/07/2020;C6H6;0.5
4;03/07/2020;CO_8h;0.5
4;03/07/2020;NO2;51
4;03/07/2020;PM10;18
5;03/07/2020;NO2;
5;03/07/2020;O3;
6;03/07/2020;C6H6;0.5
6;03/07/2020;CO_8h;0.7
6;03/07/2020;NO2;52
6;03/07/2020;PM10;18
6;03/07/2020;PM25;11
7;03/07/2020;NO2;41
7;03/07/2020;O3;114
7;03/07/2020;PM10;18
8;03/07/2020;C6H6;
8;03/07/2020;CO_8h;
8;03/07/2020;NO2;
1;06/07/2020;NO2;
2;06/07/2020;C6H6;0.5
2;06/07/2020;NO2;46
2;06/07/2020;O3;137
2;06/07/2020;PM10;17
2;06/07/2020;PM25;12
2;06/07/2020;SO2;2.5
3;06/07/2020;CO_8h;0.7
3;06/07/2020;NO2;
4;06/07/2020;C6H6;0.5
4;06/07/2020;CO_8h;0.7
4;06/07/2020;NO2;72
4;06/07/2020;PM10;18
5;06/07/2020;NO2;
5;06/07/2020;O3;
6;06/07/2020;C6H6;0.5
6;06/07/2020;CO_8h;0.7
6;06/07/2020;NO2;57
6;06/07/2020;PM10;17
6;06/07/2020;PM25;10
7;06/07/2020;NO2;54
7;06/07/2020;O3;144
7;06/07/2020;PM10;18
8;06/07/2020;C6H6;
8;06/07/2020;CO_8h;
8;06/07/2020;NO2;
1;07/07/2020;NO2;
2;07/07/2020;C6H6;0.5
2;07/07/2020;NO2;40
2;07/07/2020;O3;155
2;07/07/2020;PM10;20
2;07/07/2020;PM25;16
2;07/07/2020;SO2;2.5
3;07/07/2020;CO_8h;0.5
3;07/07/2020;NO2;
4;07/07/2020;C6H6;0.5
4;07/07/2020;CO_8h;0.7
4;07/07/2020;NO2;66
4;07/07/2020;PM10;25
5;07/07/2020;NO2;
5;07/07/2020;O3;
6;07/07/2020;C6H6;0.5
6;07/07/2020;CO_8h;0.8
6;07/07/2020;NO2;67
6;07/07/2020;PM10;30
6;07/07/2020;PM25;21
7;07/07/2020;NO2;50
7;07/07/2020;O3;148
7;07/07/2020;PM10;27
8;07/07/2020;C6H6;
8;07/07/2020;CO_8h;
8;07/07/2020;NO2;
1;08/07/2020;NO2;
2;08/07/2020;C6H6;0.5
2;08/07/2020;NO2;25
2;08/07/2020;O3;108
2;08/07/2020;PM10;16
2;08/07/2020;PM25;8
2;08/07/2020;SO2;2.5
3;08/07/2020;CO_8h;
3;08/07/2020;NO2;
4;08/07/2020;C6H6;0.5
4;08/07/2020;CO_8h;0.5
4;08/07/2020;NO2;79
4;08/07/2020;PM10;16
5;08/07/2020;NO2;
5;08/07/2020;O3;
6;08/07/2020;C6H6;0.5
6;08/07/2020;CO_8h;0.7
6;08/07/2020;NO2;38
6;08/07/2020;PM10;16
6;08/07/2020;PM25;8
7;08/07/2020;NO2;36
7;08/07/2020;O3;105
7;08/07/2020;PM10;19
8;08/07/2020;C6H6;
8;08/07/2020;CO_8h;
8;08/07/2020;NO2;
1;09/07/2020;NO2;
2;09/07/2020;C6H6;0.5
2;09/07/2020;NO2;42
2;09/07/2020;O3;138
2;09/07/2020;PM10;18
2;09/07/2020;PM25;9
2;09/07/2020;SO2;2.5
3;09/07/2020;CO_8h;
3;09/07/2020;NO2;
4;09/07/2020;C6H6;0.5
4;09/07/2020;CO_8h;0.6
4;09/07/2020;NO2;81
4;09/07/2020;PM10;
5;09/07/2020;NO2;
5;09/07/2020;O3;
6;09/07/2020;C6H6;0.5
6;09/07/2020;CO_8h;0.7
6;09/07/2020;NO2;53
6;09/07/2020;PM10;20
6;09/07/2020;PM25;11
7;09/07/2020;NO2;50
7;09/07/2020;O3;139
7;09/07/2020;PM10;19
8;09/07/2020;C6H6;
8;09/07/2020;CO_8h;
8;09/07/2020;NO2;
1;10/07/2020;NO2;
2;10/07/2020;C6H6;0.5
2;10/07/2020;NO2;53
2;10/07/2020;O3;160
2;10/07/2020;PM10;26
2;10/07/2020;PM25;16
2;10/07/2020;SO2;2.5
3;10/07/2020;CO_8h;
3;10/07/2020;NO2;
4;10/07/2020;C6H6;0.5
4;10/07/2020;CO_8h;0.7
4;10/07/2020;NO2;87
4;10/07/2020;PM10;
5;10/07/2020;NO2;
5;10/07/2020;O3;
6;10/07/2020;C6H6;0.5
6;10/07/2020;CO_8h;0.8
6;10/07/2020;NO2;71
6;10/07/2020;PM10;33
6;10/07/2020;PM25;19
7;10/07/2020;NO2;60
7;10/07/2020;O3;159
7;10/07/2020;PM10;31
8;10/07/2020;C6H6;
8;10/07/2020;CO_8h;
8;10/07/2020;NO2;
1;13/07/2020;NO2;
2;13/07/2020;C6H6;0.5
2;13/07/2020;NO2;17
2;13/07/2020;O3;105
2;13/07/2020;PM10;11
2;13/07/2020;PM25;9
2;13/07/2020;SO2;0.25
3;13/07/2020;CO_8h;0.5
3;13/07/2020;NO2;30
4;13/07/2020;C6H6;0.5
4;13/07/2020;CO_8h;0.6
4;13/07/2020;NO2;37
4;13/07/2020;PM10;11
5;13/07/2020;NO2;
5;13/07/2020;O3;
6;13/07/2020;C6H6;0.5
6;13/07/2020;CO_8h;0.7
6;13/07/2020;NO2;24
6;13/07/2020;PM10;10
6;13/07/2020;PM25;6
7;13/07/2020;NO2;16
7;13/07/2020;O3;105
7;13/07/2020;PM10;10
8;13/07/2020;C6H6;
8;13/07/2020;CO_8h;
8;13/07/2020;NO2;
1;14/07/2020;NO2;
2;14/07/2020;C6H6;
2;14/07/2020;NO2;16
2;14/07/2020;O3;113
2;14/07/2020;PM10;
2;14/07/2020;PM25;
2;14/07/2020;SO2;2.5
3;14/07/2020;CO_8h;0.25
3;14/07/2020;NO2;47
4;14/07/2020;C6H6;0.5
4;14/07/2020;CO_8h;0.6
4;14/07/2020;NO2;56
4;14/07/2020;PM10;15
5;14/07/2020;NO2;
5;14/07/2020;O3;
6;14/07/2020;C6H6;0.5
6;14/07/2020;CO_8h;0.8
6;14/07/2020;NO2;65
6;14/07/2020;PM10;14
6;14/07/2020;PM25;7
7;14/07/2020;NO2;45
7;14/07/2020;O3;113
7;14/07/2020;PM10;15
8;14/07/2020;C6H6;
8;14/07/2020;CO_8h;
8;14/07/2020;NO2;
1;15/07/2020;NO2;
2;15/07/2020;C6H6;0.5
2;15/07/2020;NO2;36
2;15/07/2020;O3;124
2;15/07/2020;PM10;
2;15/07/2020;PM25;
2;15/07/2020;SO2;2.5
3;15/07/2020;CO_8h;0.5
3;15/07/2020;NO2;69
4;15/07/2020;C6H6;0.5
4;15/07/2020;CO_8h;0.7
4;15/07/2020;NO2;67
4;15/07/2020;PM10;17
5;15/07/2020;NO2;
5;15/07/2020;O3;
6;15/07/2020;C6H6;0.5
6;15/07/2020;CO_8h;0.8
6;15/07/2020;NO2;68
6;15/07/2020;PM10;20
6;15/07/2020;PM25;12
7;15/07/2020;NO2;47
7;15/07/2020;O3;121
7;15/07/2020;PM10;17
8;15/07/2020;C6H6;
8;15/07/2020;CO_8h;
8;15/07/2020;NO2;
1;16/07/2020;NO2;
2;16/07/2020;C6H6;0.5
2;16/07/2020;NO2;46
2;16/07/2020;O3;126
2;16/07/2020;PM10;
2;16/07/2020;PM25;
2;16/07/2020;SO2;2.5
3;16/07/2020;CO_8h;0.8
3;16/07/2020;NO2;65
4;16/07/2020;C6H6;0.5
4;16/07/2020;CO_8h;1
4;16/07/2020;NO2;102
4;16/07/2020;PM10;28
5;16/07/2020;NO2;
5;16/07/2020;O3;
6;16/07/2020;C6H6;0.5
6;16/07/2020;CO_8h;1
6;16/07/2020;NO2;101
6;16/07/2020;PM10;31
6;16/07/2020;PM25;18
7;16/07/2020;NO2;60
7;16/07/2020;O3;130
7;16/07/2020;PM10;27
8;16/07/2020;C6H6;
8;16/07/2020;CO_8h;
8;16/07/2020;NO2;
1;17/07/2020;NO2;
2;17/07/2020;C6H6;0.5
2;17/07/2020;NO2;49
2;17/07/2020;O3;117
2;17/07/2020;PM10;
2;17/07/2020;PM25;3
2;17/07/2020;SO2;2.5
3;17/07/2020;CO_8h;0.8
3;17/07/2020;NO2;58
4;17/07/2020;C6H6;0.5
4;17/07/2020;CO_8h;1
4;17/07/2020;NO2;96
4;17/07/2020;PM10;24
5;17/07/2020;NO2;
5;17/07/2020;O3;
6;17/07/2020;C6H6;0.5
6;17/07/2020;CO_8h;1
6;17/07/2020;NO2;55
6;17/07/2020;PM10;28
6;17/07/2020;PM25;16
7;17/07/2020;NO2;53
7;17/07/2020;O3;113
7;17/07/2020;PM10;23
8;17/07/2020;C6H6;
8;17/07/2020;CO_8h;
8;17/07/2020;NO2;
1;20/07/2020;NO2;
2;20/07/2020;C6H6;0.5
2;20/07/2020;NO2;41
2;20/07/2020;O3;120
2;20/07/2020;PM10;11
2;20/07/2020;PM25;8
2;20/07/2020;SO2;2.5
3;20/07/2020;CO_8h;0.5
3;20/07/2020;NO2;55
4;20/07/2020;C6H6;0.5
4;20/07/2020;CO_8h;0.8
4;20/07/2020;NO2;74
4;20/07/2020;PM10;15
5;20/07/2020;NO2;
5;20/07/2020;O3;
6;20/07/2020;C6H6;0.5
6;20/07/2020;CO_8h;0.8
6;20/07/2020;NO2;44
6;20/07/2020;PM10;13
6;20/07/2020;PM25;7
7;20/07/2020;NO2;36
7;20/07/2020;O3;120
7;20/07/2020;PM10;14
8;20/07/2020;C6H6;
8;20/07/2020;CO_8h;
8;20/07/2020;NO2;
1;21/07/2020;NO2;
2;21/07/2020;C6H6;
2;21/07/2020;NO2;
2;21/07/2020;O3;
2;21/07/2020;PM10;
2;21/07/2020;PM25;
2;21/07/2020;SO2;
3;21/07/2020;CO_8h;0.25
3;21/07/2020;NO2;30
4;21/07/2020;C6H6;0.5
4;21/07/2020;CO_8h;0.7
4;21/07/2020;NO2;37
4;21/07/2020;PM10;19
5;21/07/2020;NO2;
5;21/07/2020;O3;
6;21/07/2020;C6H6;0.5
6;21/07/2020;CO_8h;0.9
6;21/07/2020;NO2;46
6;21/07/2020;PM10;28
6;21/07/2020;PM25;13
7;21/07/2020;NO2;41
7;21/07/2020;O3;116
7;21/07/2020;PM10;19
8;21/07/2020;C6H6;
8;21/07/2020;CO_8h;
8;21/07/2020;NO2;
1;22/07/2020;NO2;
2;22/07/2020;C6H6;
2;22/07/2020;NO2;
2;22/07/2020;O3;
2;22/07/2020;PM10;
2;22/07/2020;PM25;
2;22/07/2020;SO2;
3;22/07/2020;CO_8h;0.25
3;22/07/2020;NO2;31
4;22/07/2020;C6H6;0.5
4;22/07/2020;CO_8h;0.7
4;22/07/2020;NO2;52
4;22/07/2020;PM10;20
5;22/07/2020;NO2;
5;22/07/2020;O3;
6;22/07/2020;C6H6;0.5
6;22/07/2020;CO_8h;0.9
6;22/07/2020;NO2;47
6;22/07/2020;PM10;28
6;22/07/2020;PM25;15
7;22/07/2020;NO2;44
7;22/07/2020;O3;130
7;22/07/2020;PM10;22
8;22/07/2020;C6H6;
8;22/07/2020;CO_8h;
8;22/07/2020;NO2;
1;23/07/2020;NO2;
2;23/07/2020;C6H6;
2;23/07/2020;NO2;
2;23/07/2020;O3;
2;23/07/2020;PM10;
2;23/07/2020;PM25;
2;23/07/2020;SO2;
3;23/07/2020;CO_8h;0.5
3;23/07/2020;NO2;39
4;23/07/2020;C6H6;0.5
4;23/07/2020;CO_8h;0.7
4;23/07/2020;NO2;48
4;23/07/2020;PM10;19
5;23/07/2020;NO2;
5;23/07/2020;O3;
6;23/07/2020;C6H6;0.5
6;23/07/2020;CO_8h;0.9
6;23/07/2020;NO2;57
6;23/07/2020;PM10;30
6;23/07/2020;PM25;15
7;23/07/2020;NO2;50
7;23/07/2020;O3;126
7;23/07/2020;PM10;29
8;23/07/2020;C6H6;
8;23/07/2020;CO_8h;
8;23/07/2020;NO2;
1;24/07/2020;NO2;
2;24/07/2020;C6H6;
2;24/07/2020;NO2;
2;24/07/2020;O3;
2;24/07/2020;PM10;
2;24/07/2020;PM25;
2;24/07/2020;SO2;
3;24/07/2020;CO_8h;0.5
3;24/07/2020;NO2;39
4;24/07/2020;C6H6;0.5
4;24/07/2020;CO_8h;0.8
4;24/07/2020;NO2;58
4;24/07/2020;PM10;19
5;24/07/2020;NO2;
5;24/07/2020;O3;
6;24/07/2020;C6H6;0.5
6;24/07/2020;CO_8h;0.9
6;24/07/2020;NO2;56
6;24/07/2020;PM10;28
6;24/07/2020;PM25;16
7;24/07/2020;NO2;44
7;24/07/2020;O3;130
7;24/07/2020;PM10;23
8;24/07/2020;C6H6;
8;24/07/2020;CO_8h;
8;24/07/2020;NO2;
1;27/07/2020;NO2;
2;27/07/2020;C6H6;0.5
2;27/07/2020;NO2;28
2;27/07/2020;O3;114
2;27/07/2020;PM10;
2;27/07/2020;PM25;
2;27/07/2020;SO2;2.5
3;27/07/2020;CO_8h;
3;27/07/2020;NO2;
4;27/07/2020;C6H6;0.5
4;27/07/2020;CO_8h;0.9
4;27/07/2020;NO2;51
4;27/07/2020;PM10;19
5;27/07/2020;NO2;
5;27/07/2020;O3;
6;27/07/2020;C6H6;0.5
6;27/07/2020;CO_8h;0.8
6;27/07/2020;NO2;34
6;27/07/2020;PM10;16
6;27/07/2020;PM25;9
7;27/07/2020;NO2;26
7;27/07/2020;O3;118
7;27/07/2020;PM10;20
8;27/07/2020;C6H6;
8;27/07/2020;CO_8h;
8;27/07/2020;NO2;
1;28/07/2020;NO2;
2;28/07/2020;C6H6;0.5
2;28/07/2020;NO2;34
2;28/07/2020;O3;139
2;28/07/2020;PM10;18
2;28/07/2020;PM25;13
2;28/07/2020;SO2;2.5
3;28/07/2020;CO_8h;
3;28/07/2020;NO2;
4;28/07/2020;C6H6;0.5
4;28/07/2020;CO_8h;0.9
4;28/07/2020;NO2;88
4;28/07/2020;PM10;22
5;28/07/2020;NO2;
5;28/07/2020;O3;
6;28/07/2020;C6H6;
6;28/07/2020;CO_8h;
6;28/07/2020;NO2;
6;28/07/2020;PM10;
6;28/07/2020;PM25;
7;28/07/2020;NO2;50
7;28/07/2020;O3;149
7;28/07/2020;PM10;22
8;28/07/2020;C6H6;
8;28/07/2020;CO_8h;
8;28/07/2020;NO2;
1;29/07/2020;NO2;
2;29/07/2020;C6H6;0.5
2;29/07/2020;NO2;62
2;29/07/2020;O3;166
2;29/07/2020;PM10;27
2;29/07/2020;PM25;18
2;29/07/2020;SO2;6
3;29/07/2020;CO_8h;0.8
3;29/07/2020;NO2;59
4;29/07/2020;C6H6;0.5
4;29/07/2020;CO_8h;1
4;29/07/2020;NO2;86
4;29/07/2020;PM10;29
5;29/07/2020;NO2;
5;29/07/2020;O3;
6;29/07/2020;C6H6;
6;29/07/2020;CO_8h;
6;29/07/2020;NO2;
6;29/07/2020;PM10;
6;29/07/2020;PM25;
7;29/07/2020;NO2;65
7;29/07/2020;O3;140
7;29/07/2020;PM10;
8;29/07/2020;C6H6;
8;29/07/2020;CO_8h;
8;29/07/2020;NO2;
1;30/07/2020;NO2;
2;30/07/2020;C6H6;0.5
2;30/07/2020;NO2;39
2;30/07/2020;O3;156
2;30/07/2020;PM10;26
2;30/07/2020;PM25;17
2;30/07/2020;SO2;2.5
3;30/07/2020;CO_8h;0.25
3;30/07/2020;NO2;29
4;30/07/2020;C6H6;0.5
4;30/07/2020;CO_8h;0.9
4;30/07/2020;NO2;70
4;30/07/2020;PM10;28
5;30/07/2020;NO2;
5;30/07/2020;O3;
6;30/07/2020;C6H6;
6;30/07/2020;CO_8h;
6;30/07/2020;NO2;
6;30/07/2020;PM10;32
6;30/07/2020;PM25;14
7;30/07/2020;NO2;44
7;30/07/2020;O3;146
7;30/07/2020;PM10;
8;30/07/2020;C6H6;
8;30/07/2020;CO_8h;
8;30/07/2020;NO2;
1;31/07/2020;NO2;
2;31/07/2020;C6H6;0.5
2;31/07/2020;NO2;31
2;31/07/2020;O3;166
2;31/07/2020;PM10;
2;31/07/2020;PM25;
2;31/07/2020;SO2;2.5
3;31/07/2020;CO_8h;0.25
3;31/07/2020;NO2;47
4;31/07/2020;C6H6;0.5
4;31/07/2020;CO_8h;1
4;31/07/2020;NO2;79
4;31/07/2020;PM10;29
5;31/07/2020;NO2;
5;31/07/2020;O3;
6;31/07/2020;C6H6;0.5
6;31/07/2020;CO_8h;1.1
6;31/07/2020;NO2;62
6;31/07/2020;PM10;35
6;31/07/2020;PM25;23
7;31/07/2020;NO2;54
7;31/07/2020;O3;156
7;31/07/2020;PM10;
8;31/07/2020;C6H6;
8;31/07/2020;CO_8h;
8;31/07/2020;NO2;
1;03/08/2020;NO2;
2;03/08/2020;C6H6;0.5
2;03/08/2020;NO2;23
2;03/08/2020;O3;141
2;03/08/2020;PM10;15
2;03/08/2020;PM25;9
2;03/08/2020;SO2;2.5
3;03/08/2020;CO_8h;0.25
3;03/08/2020;NO2;19
4;03/08/2020;C6H6;0.5
4;03/08/2020;CO_8h;0.8
4;03/08/2020;NO2;40
4;03/08/2020;PM10;20
5;03/08/2020;NO2;
5;03/08/2020;O3;
6;03/08/2020;C6H6;0.5
6;03/08/2020;CO_8h;0.9
6;03/08/2020;NO2;24
6;03/08/2020;PM10;19
6;03/08/2020;PM25;13
7;03/08/2020;NO2;16
7;03/08/2020;O3;144
7;03/08/2020;PM10;
8;03/08/2020;C6H6;
8;03/08/2020;CO_8h;
8;03/08/2020;NO2;
1;04/08/2020;NO2;
2;04/08/2020;C6H6;0.5
2;04/08/2020;NO2;29
2;04/08/2020;O3;89
2;04/08/2020;PM10;8
2;04/08/2020;PM25;5
2;04/08/2020;SO2;2.5
3;04/08/2020;CO_8h;0.25
3;04/08/2020;NO2;43
4;04/08/2020;C6H6;0.5
4;04/08/2020;CO_8h;0.9
4;04/08/2020;NO2;62
4;04/08/2020;PM10;11
5;04/08/2020;NO2;
5;04/08/2020;O3;
6;04/08/2020;C6H6;0.5
6;04/08/2020;CO_8h;0.9
6;04/08/2020;NO2;59
6;04/08/2020;PM10;6
6;04/08/2020;PM25;3
7;04/08/2020;NO2;52
7;04/08/2020;O3;96
7;04/08/2020;PM10;
8;04/08/2020;C6H6;
8;04/08/2020;CO_8h;
8;04/08/2020;NO2;
1;05/08/2020;NO2;
2;05/08/2020;C6H6;0.5
2;05/08/2020;NO2;33
2;05/08/2020;O3;90
2;05/08/2020;PM10;6
2;05/08/2020;PM25;4
2;05/08/2020;SO2;2.5
3;05/08/2020;CO_8h;0.25
3;05/08/2020;NO2;37
4;05/08/2020;C6H6;0.5
4;05/08/2020;CO_8h;0.8
4;05/08/2020;NO2;59
4;05/08/2020;PM10;6
5;05/08/2020;NO2;
5;05/08/2020;O3;
6;05/08/2020;C6H6;0.5
6;05/08/2020;CO_8h;0.8
6;05/08/2020;NO2;56
6;05/08/2020;PM10;7
6;05/08/2020;PM25;2
7;05/08/2020;NO2;58
7;05/08/2020;O3;92
7;05/08/2020;PM10;
8;05/08/2020;C6H6;
8;05/08/2020;CO_8h;
8;05/08/2020;NO2;
1;06/08/2020;NO2;
2;06/08/2020;C6H6;0.5
2;06/08/2020;NO2;47
2;06/08/2020;O3;108
2;06/08/2020;PM10;10
2;06/08/2020;PM25;7
2;06/08/2020;SO2;2.5
3;06/08/2020;CO_8h;0.25
3;06/08/2020;NO2;38
4;06/08/2020;C6H6;0.5
4;06/08/2020;CO_8h;0.9
4;06/08/2020;NO2;75
4;06/08/2020;PM10;12
5;06/08/2020;NO2;
5;06/08/2020;O3;
6;06/08/2020;C6H6;0.5
6;06/08/2020;CO_8h;0.9
6;06/08/2020;NO2;67
6;06/08/2020;PM10;12
6;06/08/2020;PM25;6
7;06/08/2020;NO2;55
7;06/08/2020;O3;112
7;06/08/2020;PM10;
8;06/08/2020;C6H6;
8;06/08/2020;CO_8h;
8;06/08/2020;NO2;
1;07/08/2020;NO2;
2;07/08/2020;C6H6;0.5
2;07/08/2020;NO2;44
2;07/08/2020;O3;140
2;07/08/2020;PM10;16
2;07/08/2020;PM25;10
2;07/08/2020;SO2;2.5
3;07/08/2020;CO_8h;0.25
3;07/08/2020;NO2;55
4;07/08/2020;C6H6;0.5
4;07/08/2020;CO_8h;0.8
4;07/08/2020;NO2;80
4;07/08/2020;PM10;17
5;07/08/2020;NO2;
5;07/08/2020;O3;
6;07/08/2020;C6H6;0.5
6;07/08/2020;CO_8h;0.9
6;07/08/2020;NO2;67
6;07/08/2020;PM10;17
6;07/08/2020;PM25;9
7;07/08/2020;NO2;51
7;07/08/2020;O3;141
7;07/08/2020;PM10;
8;07/08/2020;C6H6;
8;07/08/2020;CO_8h;
8;07/08/2020;NO2;
1;24/08/2020;NO2;
2;24/08/2020;C6H6;0.5
2;24/08/2020;NO2;22
2;24/08/2020;O3;115
2;24/08/2020;PM10;12
2;24/08/2020;PM25;8
2;24/08/2020;SO2;2.5
3;24/08/2020;CO_8h;0.5
3;24/08/2020;NO2;26
4;24/08/2020;C6H6;0.5
4;24/08/2020;CO_8h;0.6
4;24/08/2020;NO2;42
4;24/08/2020;PM10;14
5;24/08/2020;NO2;
5;24/08/2020;O3;
6;24/08/2020;C6H6;0.5
6;24/08/2020;CO_8h;0.6
6;24/08/2020;NO2;38
6;24/08/2020;PM10;12
6;24/08/2020;PM25;6
7;24/08/2020;NO2;21
7;24/08/2020;O3;122
7;24/08/2020;PM10;14
8;24/08/2020;C6H6;
8;24/08/2020;CO_8h;
8;24/08/2020;NO2;
1;25/08/2020;NO2;
2;25/08/2020;C6H6;0.5
2;25/08/2020;NO2;29
2;25/08/2020;O3;105
2;25/08/2020;PM10;14
2;25/08/2020;PM25;6
2;25/08/2020;SO2;2.5
3;25/08/2020;CO_8h;0.6
3;25/08/2020;NO2;48
4;25/08/2020;C6H6;0.5
4;25/08/2020;CO_8h;0.6
4;25/08/2020;NO2;73
